GeneID,CH323,CH572,CH300,CH269,CH290,CH150,CH704,CH188B,CH274,CH198,CH315,CH235,CH339,CH308,CH172A,CH188A,CH328,CH727,CH295,CH288,CH722,CH172B
ENST00000284523.WNT3A.178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENST00000380379.BPHL.35,6.61251,13.3411,6.68547,26.447,26.5268,0,20.1195,46.0432,33.2582,40.0439,0,0,0,6.573,63.9409,76.7446,6.55822,26.6442,13.1723,13.2315,39.7651,6.63269
ENST00000537459.PROSER3.43,0.000710016,0,0,0.000943754,0,0,0,0,0,0,0,0,0.0494346,0.577725,0,0.000465258,0.411177,0,0,0,0.0139344,0.000258913
ENST00000413065.SEM1.38,0.460596,5.24292,0,0,6.21485,1.49861,2.61314,0,0,0,0,0,0,0.695449,10.882,0,0,3.81807,3.10355,0,0,2.68708
ENST00000514566.MAPKBP1.21,0,0,0,0,0,0,0,0,0,11.6557,1.97E-05,0,7.67999,0,0,0,5.85742,10.4794,0,0,0,0
ENST00000305202.NECAB2.23,4,7,1,6,11,5,12,1,8,4,1,0,1,3,14,9,0,7,9,5,15,4
ENST00000315758.MDH2.118,285,384,239,301,402,198,560,576,189,302,124,127,172,183,896,941,206,465,406,433,480.206,170
ENST00000422516.NINL.30,87,136,157.5,74,136.5,79.5,181.5,235,121,142.5,93,76.5,76,110.5,289.5,319,98,139.5,164,143,142.5,64.5
ENST00000644331.DEPDC5.65,2.29638,0.00319553,21.2861,0,2.39E-06,0.0134325,4.16874,0.0114583,18.8154,64.5625,0,0.0590037,0,44.9339,0,11.9193,7.52961,0,3.44E-08,0.00223355,39.3087,31.9863
ENST00000400319.DIAPH3.12,103.41,49.251,227.034,39.6543,141.849,144.122,92.0127,134.266,145.59,194.868,193.51,259.124,120.438,208.682,555.239,161.038,160.396,138.27,13.611,165.425,14.7231,91.5979
ENST00000683076.MAP4.20,81.3427,0,59.7925,90.8161,71.0427,16.6914,197.008,176.025,167.713,46.1794,54.743,26.6135,0,75.9282,201.204,108.744,42.115,257.672,136.822,195.897,218.298,0.0329122
ENST00000355537.ZNF536.91,3,1,0,1,45,2,11,13,11,6,3,0,1,1,12,47,3,10,21,24,31,2
ENST00000564138.PLCG2.23,377,847,395,377,933,373,1380,798,847,805,294,192,87,220,1706,1245,281,910,675,957,2762,412
ENST00000595618.MYO9B.82,402.931,417.037,238.425,438.666,846.391,212.67,1895.05,569.444,631.291,917.746,395.08,65.8498,72.8798,675.08,2081.18,945.115,216.56,1210.33,1081.72,746.367,1815.37,147.465
ENST00000366563.RGS7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000453357.UNC5D.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000518074.SPIDR.29,8.01659,0,0,0,0,0,4.01501,29.3078,6.12015,8.04281,0,5.33257,0,0,0,37.3172,0,11.8726,0,10.0958,10.6072,0
ENST00000434457.DENND4C.27,245.19,240.994,270.338,398.319,603.124,151.311,257.711,387.646,414.688,470.217,193.939,38.5822,53.117,145.119,688.645,807.297,77.0679,798.075,490.815,430.608,824.632,98.0686
ENST00000263635.TANC1.2,81,81,56,88,187,30,175,104,176,114,25,20,10,60,235,167,46,176,159,196,165,72
ENST00000313663.C2CD3.14,30.3976,122.772,209.068,1.09E-06,90.5431,133.816,156.418,294.183,253.236,14.5758,143.073,66.5608,170.252,204.797,360.093,601.339,144.883,14.0744,109.324,170.737,240.925,38.797
ENST00000683244.AFDN.1,88.079,41.6761,43.167,0.453173,56.9261,36.6235,57.3255,0.946404,6.71E-08,29.5764,20.4662,20.1795,18.9966,23.6575,109.816,1.34758,42.6441,72.9737,73.4135,35.5262,84.6401,0.836514
ENST00000303965.ARAP2.24,528,627,301,632,1259,374,1310,1004,767,886,172,86,37,275,1474,1426,62,1168,1003,1065,1257,352
ENST00000396556.OSBPL10.20,18.1416,47,21,10.9645,32.9258,19,33.0474,24,25,20.2009,20,17,16,21.7226,106,30.3751,29,26,10.9497,29,66,10.9731
ENST00000617531.CABIN1.129,0,0,0,0,0,0,0,0,4.84E-07,0,4.80E-07,0.0022686,0,2.07E-08,0,0,1.27E-05,0,0,0,0,0
ENST00000452400.NCOA2.29,532,722,284,601,755,395,1081,766,543,663,253,157,188,353,1503,1093,263,865,725,746,1097,320
ENST00000423517.PCLO.38,0,0,0,0,0,1,3,0,3,3,0,0,0,1,1,0,2,1,0,1,0,0
ENST00000673951.UNC80.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-05,0,0.000589295,0,0,0,0,0
ENST00000679821.AKAP9.38,9.26E-08,0,0,51.6988,81.9748,28.7574,77.7938,0,152.237,0,30.4974,0,32.3853,0,0,181.883,0,0,29.5753,0,133.431,4.33E-05
ENST00000335473.MYO18B.65,27.5,4,17.5,15,3,11,11.5,6.5,4,12,1,3,2.5,4,24,7.5,3,8.5,9,7,8,4.5
ENST00000672209.ANK2.22,0,0,0.000149356,1.75E-05,0,0,0,0,0,23.541,19.8086,0.000185378,0.000429607,24.9595,8.06E-08,0,0,0.344786,0,0,0.226632,0.0104109
ENST00000672671.XIRP2.2,1,8,0,2,0,0,4,1,0,6,0,0,0,0,0,6,0,0,0,0,3,0
ENST00000420622.KCNH5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000359015.MAP3K5.1,270,398,206,362,647,219,820,500,563,478,164,63,53,191,641,757,167,497,520,628,943,193
ENST00000478722.GPHN.9,58,54.791,27.8303,51.4827,68.5103,50.2801,157.439,111.683,59.0171,61.9177,40,25.5034,19,34.063,124.097,146.745,9.20237,85,100.132,60,125.909,30.31
ENST00000556210.CUX1.94,0,0,0.0344529,0,7.05315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000374935.EIF4G3.5,7.04958,9.30458,0,0,6.17126,0,0,0,0,9.84657,0,0,0,0,0,8.19144,0,0,0,0,4.97685,0
ENST00000532993.ARHGEF12.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000186436.TMEM131.110,653,907,387,701,1078,420,1529,1060,776,828,304,217,129,382,1701,1435,273,1387,1040,1046,1645,394
ENST00000353414.COL11A1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000399913.GRIK1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000505909.CORIN.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ENST00000625522.MAP4K4.6,348.018,268.171,61.8189,297.117,429.132,140.559,449.524,265.894,329.403,420.23,86.6455,46.2063,0,235.859,526.328,437.853,44.2589,647.763,422.759,592.283,867.152,115.497
ENST00000411767.PTPN13.13,10,22.1,0,0,4.56769,4.72594,0,11.5101,0.00332951,19.8298,0,0,0.000460429,0.00370307,29.2654,23.2189,6.4315,0,0,0,9.17E-05,0
ENST00000612075.PLCB1.37,21.4259,13.9351,0.00285065,6.67576,0,13.4101,0,19.8708,56.7792,0,11.4435,27.3615,0,100.627,114.728,22.1654,0,0,53.8138,1.51924,9.07277,0
ENST00000377770.DPP6.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENST00000359742.GRIP1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENST00000262719.PHLPP1.10,131,239,132,129,224,133,296,160,159,255,100,92,104,120,422,273,125,219,189,216,616,81
ENST00000671775.BRI3BP.63,6.5565,21,6.62563,23,25,10,27,14,18,36,9,6,6.54582,7,54,24,9,23,24,26,30,9
ENST00000320048.OR4X1.11,1,0,0,1,1,0,3,1,0,1,0,0,0,0,8,1,0,2,2,3,1,0
ENST00000342245.SMPD1.11,20.5,34.5,11.5,21,46.5,13,105,51.5,28,36.5,14.5,3,0.5,13.5,309.5,100,10,58,37,53.5,45,52
ENST00000375105.PLA2G2D.5,0,3,0,1,4,0,0,0,0,1,2,0,1,2,5,2,0,4,4,3,9,0
ENST00000370435.OGFRL1.1,3961,354,1960,361,434,1621,3141,415,166,1597,2718,1836,3208,324,5852,541,164,1500,829,235,812,1408
ENST00000522706.ERICH1.69,60.4697,52.4811,69.3996,12.1417,0,54.7009,0,57.7118,1.21563,10.4523,50.9957,73.551,77.0804,50.9378,107.353,14.4591,73.6807,2.25828,0,3.02701,0,36.2773
ENST00000412052.ATRIP.20,1.20E-08,0,4.84088,13.5412,2.34E-06,0,27.0737,0,0,24.5765,0,0,0,2.67E-06,14.65,36.1515,0,0.00052113,0,0,0,0
ENST00000542098.RMND5B.107,0,0,0,0,0,0,0,0,0,0,0,0,3.29359,0,0,0,0,0,0,0,0,0
ENST00000357849.COPS5.29,219,361,208,270,297,378,358,419,328,238,216,305,380,395,805,676,373,379,312,337,411,188
ENST00000263665.CNTN3.134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0
ENST00000355937.PRELID3B.30,53,102,57,71,69,72,139,144,96,68.0212,34,31,56,70,174,192,41,129.937,76,109,88,33
ENST00000635956.KRT10.32,14,25,0,10,18,8,26,27,21,14,8,4,4,7,29,40,4,21,17,27,34,3
ENST00000579690.YTHDC1.1144,276.178,272.659,104.146,175.419,366.015,195.052,494.096,484.234,319.995,355.718,92.6501,111.544,71.0467,194.643,581.289,839.86,131.336,461.122,321.721,426.969,583.118,166.754
ENST00000236693.COLEC11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENST00000224073.EDF1.8,159.136,252.842,131.558,111,179,162,253.449,262.366,117.422,155.245,107.211,71.1748,150,202.226,492.607,368.546,182,192.899,204.88,236,193.888,107.265
ENST00000370253.FNBP1L.5,12.9989,2.59232,0,10.998,12.9995,12.9998,22,14.9986,0,0,3.99926,3,0,8.99847,0,25.9987,0,10.9999,10.9232,14.1164,0,6.99921
ENST00000628037.PTGER3.5,0,2.08593,0,0,2.3991,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41895,0,0,0
ENST00000481752.NCK1.55,100.678,141.375,49.9271,51.0799,174.335,68.6043,190.215,196.217,101.592,95.804,44.2981,38,29.5444,66.0323,264.369,362.788,45.2618,185.091,120.597,134.534,148.631,60.3935
ENST00000372980.JPH2.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000392335.ARMC6.82,28.6299,0,0.23942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197833
ENST00000530214.C11orf1.14,0,0,0,0,1.34678,0,3,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ENST00000539616.MNAT1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000538490.FAM180B.11,1,3,2,1,7,0,3,1,0,2,1,1,4,2,11,3,1,0,2,4,1,2
ENST00000324341.FAM71C.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000277554.NACC2.149,10,8,11,10,7,6,8,5,6,11,4,8,15,8,73,12,8,11,15,14,10,14
ENST00000567239.NFAT5.23,242.889,357.035,171.474,220.961,298.252,242,694.806,365.535,292.337,301.288,81.4221,87.2869,35.3456,112.42,526.515,428.352,47.1007,469.155,369.319,348.606,516.456,120.61
ENST00000391984.CAPN10.2,410,611,125,434,701,270,985,454,430,729,291,126,66,310,1651,961,182,748,847,783,878,304
ENST00000418359.CNOT2.7,713,709,763.5,359,480,410,661.5,1316.5,720,654.5,313.5,409,411,562.5,1488,1690,472.5,740,654.5,512,855,378
ENST00000320460.GLIPR1L2.7,3,1.71432,2.71194,1.5609,9.34673,0,13.784,10.2618,6.89013,1,0.000107268,1,0,2,0,11.1519,0.99691,2.90694,2.71301,2,12.9346,0
ENST00000274990.CRIP3.1,0,11.2282,13,0,3.00439,8.73867,10.5544,3.94156,11,8.61015,0,0,0,0,0,0,4.90394,3.64677,3.41872,12.1178,17.6558,0
ENST00000590671.NCLN.74,2.96514,0,22.4728,95.1778,4.34637,0,0.0959082,0.000122783,0,0,0.0971303,5.22623,17.6941,9.41746,26.8448,0,26.5636,0.000479011,5.12E-08,0,0.217635,22.673
ENST00000371123.SMARCA1.4,0.0377595,10,2,0,16,0.00830467,8.23457,21,0,0.0172727,0.0227226,0,0,5,17,21,0,27,5.44711,16,0.0436302,0.0173756
ENST00000314675.UBXN11.5,9.13701,15.4298,0.812379,2.56974,13.7976,4.21564,31.6795,8.3397,8.48126,15.1348,8.93389,10,6,16.4705,30.8507,32.8761,0,0,12.2091,15.5938,36.6327,1.3235
ENST00000295598.ATP1A1.33,314.818,546,267.499,325.586,601,220,767.5,657.498,285.485,540.5,173,92.0931,49.5955,209.5,1178.5,1038,164.5,583,518.5,535.5,718.5,225
ENST00000252818.JUND.82,1041,2360,1932,929,1016,1600,1769,690,639,1589,1124,2463,1554,1780,3676,1178,1964,1187,1384,1315,1767,830
ENST00000396954.MOCS2.3,40,75,63,63,62,40,111,92,67,83,21,22,19,38,187,156,35,58,54,73,118,22
ENST00000648014.MYO1G.59,455.054,437.183,0.805475,85.376,291.56,28.5595,911.015,271.615,187.772,562.277,0,56.0726,0,99.9182,440.688,210.214,144.371,1547.16,821.567,462.728,1484.52,170.14
ENST00000587091.SLC16A2.427,8,27,21,14,13,10,21,7,4,13,5,0,0,6,26,9,2,13,18,13,1,4
ENST00000525817.NPEPL1.30,0,7.54458,0,0,0,0,0,0,0,0,22.1966,0,18.3472,0,37.7051,0,0,0,0,0,2.57E-07,0.000192287
ENST00000412908.PSMA3.9,69,71,45,57,74.5,41.5,130.5,204,90.5,72.5,32,11.5,24,35,141,277.5,34,113.5,77.5,93,125,36
ENST00000419060.PTRH1.8,11,20,3,12,28.3989,9,38,38,26,27,5,0,0,6.8195,45,44,4,24,20,30,19,11
ENST00000378459.TRPC7.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000471115.C1orf52.5,4.97718,45.3894,35.5581,29.8758,116.998,35.1542,101.983,135,60.4168,40.3311,34.5851,24.9234,14.8444,14.7974,117.24,178.797,14.7209,65.5298,74.0577,49.6603,64.7557,5.01838
ENST00000396617.MRTFA.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000682506.KALRN.18,7.54116,12.2871,12.4158,8.5264,5.0956,3.08386,8.59342,1.57952,0.940725,2.53358,2.63001,1.54984,2.702,1.63614,19.3096,3.37554,2.47513,2.43765,6.37108,10.0323,44,3.50897
ENST00000381423.TGM6.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000414700.SHMT2.7,0,0,0,0,0,0,5.53E-07,0,0,0,0,0,0,0,0,0,0,0,13.9947,0,0,0
ENST00000637660.EDARADD.45,0,0,0,0,0,0,0,0,7,0.0257493,0,0,1,0,0,14.0879,3,0,14,0,0,8
ENST00000636867.CPT2.5,29.8694,36,18.9999,24,48.1946,16.5,58.4257,63.5,30.238,29.6395,20.5,7,5.5,16,83,90.8197,7.5,50.1086,33.8703,42.5,45.3815,0
ENST00000265560.USP4.20,955.66,1917.31,1643.1,1010.41,1140.16,1751.79,1512.54,1402.44,1044.65,1444.31,779.673,1903.76,1297.5,1791.42,2828.8,2154.98,1734.33,1785.87,1342.63,1418.32,2076.03,625.262
ENST00000409784.RAB1A.6,154,205,121,149,198,117,278,300,148,171,81,39,48,77,382,526,86,273,191,200,265,98
ENST00000680024.ATAD1.17,67,70.5,41.5,59.5,113,44.5,149.5,165,75,96.5,33,27.5,23,42.5,146,209.5,34,137.5,100.5,110.5,160,40
ENST00000321531.OAZ3.33,0,0,0,0.096707,0,2.5,0,0,1.56197,0,0,1,0,0.5,0.787879,0,0,0,1.23101,0,0,0
ENST00000642352.MITF.31,0,5.1293,0,0,0,6.29592,9,0,3,8,2,2,4,0,0,16.9821,0,5,0,0,0,0
ENST00000436909.TENT4B.23,72.9283,219.568,41.8411,83.3928,83.4837,52.2002,398.171,72.7641,114.903,156.805,31.1889,31.2623,10.4101,89,72.0567,82.3062,56,198.571,135.311,156.319,114.728,41.7329
ENST00000679248.ANPEP.78,12,20.5,9.5,11,31,9.5,39.5,15,14,25,4.5,5,1.5,5.5,40,20.5,6,30.5,21.5,20,39.5,5
ENST00000317623.PCNX4.9,0,0,0,0,5.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000456790.MMP24OS.30,5,1,1,0,5,4,10,6,0,2,0,1,0,0,12,7,2,2,0,4,13,2
ENST00000542113.NKRF.4,0.00385845,70,0.000116109,38,106,36,131,122,88,57,0.00418989,0.000302676,0.000255009,28,154,145,22,112,70.9807,98,102,43
ENST00000401061.MMACHC.5,13,14,3,9,30,9,20,14,16,14,3,3,0,5,31,31,7,22,25,29,29,9
ENST00000506636.BBS7.22,32,0,10,0,16.562,0,0,0,14.0982,40.5106,4.83622,3,1,7.84332,88.7944,10.9773,5,28.2767,21.457,54.0989,54.0863,1.59994
ENST00000373803.NDRG3.30,22.6013,5.34446,0,29.7669,34.4472,0,66.5959,22.6496,0,20.2894,8.17527,7.57865,0,0,22.5995,39.1348,13.4693,9.81473,36.4528,37.0342,57.1593,0
ENST00000244573.H1-1.162,6.01998,5.029,3.01881,6.01961,5.01801,3.02497,8.05709,6.03793,6.04141,4.03341,4.01744,0,0,3,23.0961,15.0692,4.03262,5.01512,7.03784,5.0161,8.05016,3.02705
ENST00000243050.NR4A1.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
ENST00000647005.CDC14A.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000360798.LSR.43,3.3486,0,4.12758,0,3.6705,0.275339,10.9175,0.000523649,0,0,0,3,0,0,0,0,4,0,20.4558,0,0,0
ENST00000381883.PLPP6.27,44,52,15,36,64,15,88,72,35,42,27,11,4,29,86,126,16,50,60,50,71,16
ENST00000301490.NUDT8.11,0.71701,0,0.746312,0,0.838271,0,0,0,2.52728,1.9322,0.64875,0,9.12837,0.132194,2.83855,2.95538,1.27877,0,3.16313,1.98507,0,0.774205
ENST00000506784.CDK18.41,0,0,0,0,0,5.86143,18.5889,5.97428,0,5.13122,0,0,0,0,0,0,0,12.6273,10.8257,0,0,9
ENST00000370142.PNCK.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000318094.TOM1L2.32,16.8193,20.2546,20.1454,30.1498,49.6348,15.6041,0,23.0961,13.412,13.8459,10.868,5.69241,9.22486,11.4761,51.6064,39.249,11.7493,8.5136,21.3587,52.624,26.8983,7.8371
ENST00000265277.SHOC2.17,112.801,91.9009,105.773,69.5134,85.4038,76.9911,122.694,248.09,69.2914,127.719,79.866,49.613,66.5963,110.359,274.935,179.828,101.502,95.2311,95.5462,134.201,82.4654,76.6485
ENST00000509682.KCNQ4.5,8,22,2,1,4,7,23.2035,12,0,0,0,9,0,3,0,20,1,5,0,0,0,0
ENST00000439616.OGDH.59,31.9826,25.7125,5.32075,37.6182,38.8669,31.8246,96.0545,22.6521,28.7765,30.7883,0,14.5192,0,5.26096,54.6498,76.814,9.7944,37.6503,18.4468,101.061,72.3978,13.5527
ENST00000339093.NOSIP.43,30.5,59.5,32.5,21,64.5,33.5,108,95,53.5,58.5,21,19,9,26.5,123,132.5,15,71,50,62.5,72.5,34
ENST00000360289.HK1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000322110.OR51F2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000358677.SPATS2L.2,0,0,4.75642,0,7.20895,7.21299,0,0,0,7.22495,0,0,0,0,0,0,0,14.4454,0,14.3926,0,0
ENST00000611050.RPL15.20,1307,1646,789,965,1367,939,2031,2726,1429,1454,709,768,822,794,3307,4675,789,1520,1533,1265,1752,664
ENST00000578372.AC009412.8.163,34,29,45,39,29,65,28,17,14,61,23,45,19,22,100,50,46,40,35,53,41,34
ENST00000285697.C16orf87.23,26,30,19,20,35,20,52,51,29,23,15,4,11,10,72,77,17,50,42,42,45,13
ENST00000639373.GYG2.4,0.000786605,0.00140677,0.000769801,0,0,1.94E-06,0,42.4472,0,43.6154,33.1721,0,0,0,84.8261,0,34.9899,0,0,20.1937,0,49.9759
ENST00000295304.CHAC2.6,184,132,145,113,101,189,204,233,186,143,110,164,195,158,570,297,267,145,188,118,186,139
ENST00000304332.MACROH2A1.15,1454.47,2563.46,1531.39,1460.29,1723.96,2074.84,1570.77,1561.4,1002.26,973.491,1460.98,2680.42,3148.89,2052.84,4006.37,2222.8,1615.38,1754.2,2186.86,1881.75,1501.33,889.083
ENST00000305738.PATE1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000525908.C11orf80.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000310421.VCPIP1.29,503,751,401,447,710,398,964,654,434,627,210,228,358,302,1445,988,370,853,561,678,1156,339
ENST00000594157.BCL2L12.43,1,2,1,2,1.15354,0,4.15965,3.6466,0,2.11508,2.61407,0,0,2,2.0766,0,1.20678,0,2.41722,1.20851,4.14421,1.3151
ENST00000553484.UNC79.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000367573.CACNA1E.39,0.00327444,0,0,0.000976039,0.000717506,0,0,0,0,0.000286745,0.00233151,0,0,1.15E-08,0.000405429,0,0.00221032,0.000148237,0.000989544,20.375,7.21E-05,0
ENST00000361209.ASTN2.8,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000310323.DPP10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000256062.TMTC1.7,0,8,0,0,0,0.00829873,0,0,0,0,4,0,0,5,0,0,0,0,0,1.80452,0,4.35403
ENST00000278886.NINL.30,87,136,157.5,74,136.5,79.5,181.5,235,121,142.5,93,76.5,76,110.5,289.5,319,98,139.5,164,143,142.5,64.5
ENST00000336838.CCDC88A.6,63.7996,124.284,98.0022,54.6144,32.3825,55.2525,86.9462,60.6595,100.718,14.5352,13.7997,0.493446,18.6769,80.4211,116.522,164.667,102.59,69.4044,54.2967,62.4794,26.7856,2.81E-05
ENST00000254579.DNHD1.11,18,36,8,23,90,16,80,27,51,70,11,8,4,13,131,46,4,82,42,57,162,26
ENST00000425654.CNKSR2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000366766.CDC42BPA.56,113.372,193.049,116.079,41.0074,50.6597,73.8602,75.8224,74.2416,103.839,78.1651,43.183,85.4031,62.1333,117.091,328.791,220.975,174.096,180.534,76.7615,113.086,117.397,61.1196
ENST00000269141.CDH2.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENST00000267811.TCF12.21,345.823,407.913,227.755,284.403,540.417,256.984,562.209,551.95,330.281,432.991,114.071,243.834,186.53,452.269,974.383,862.159,222.922,626.709,445.873,446.858,521.602,196.049
ENST00000628193.HPSE2.17,2,7,0,0.261352,0,2,0,1,0,2,0,0,1,0,0.663844,2,1,4,0,3,2,0
ENST00000280527.CRIM1.6,39,160,51,76,98,60,277,93,152,82,65,13,26,50,453,153,56,124,150,190,191,87
ENST00000536562.DENND5B.7,50.227,81.2829,4.07E-05,44.24,108.801,49.3048,112.497,116.474,69.8032,79.6311,40.6227,23,0,11.2579,171.644,184.665,0,186.422,100.252,109.702,269.402,0.000158845
ENST00000534300.AMBRA1.11,182.599,116.097,127.343,64.681,162.433,101.825,268.485,127.265,99.3742,73.7429,45.0927,28.5286,147.673,123.622,316.051,90.2313,176.625,53.9597,37.9499,155.576,204.189,14.8609
ENST00000682749.GLIS3.27,1,0,7.88759,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,1.5
ENST00000336934.STARD13.49,0,29,18,18.0632,36,21,20.8739,9.01657,18.0854,20,6.32547,3,7,0,12.3383,24,9.00986,26,11.1764,27.9784,50,0
ENST00000360909.DAAM1.9,156,177.304,180,85.4201,87.4457,165,205.483,130.735,97,175,69.646,115.272,204,107.49,488.245,211,154,141.825,224,164.389,186.732,117
ENST00000274008.SPATA5.22,484,778,577,398.5,561,518.5,594,707.5,427.5,786,242,586,599,609.5,1916,1011,831.5,531,616,520,681,433
ENST00000673056.BBS9.28,0,4.37E-06,1.39E-07,9.14E-06,0,1.90E-07,0,0,5.24E-06,0,1.31E-05,0,0,0,0,0,0,0,0,0,0,0
ENST00000409036.RAPGEF4.2,1,0,0,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,4,4,0,1
ENST00000228799.ITFG2.42,156,273,56,146,261,112,451,243,193,255,81,33,27,132,548,367,78,250,272,267,378,103
ENST00000318709.AVL9.28,1158,1378,1649,742,753,1197,1250,976,623,1131,563,1240,1319,1493,3117,1593,1578,1101,1123,1005,1404,642
ENST00000390469.TRDV2.34,2,3,1,5,8,0,6,7,3,3,3,1,0,2,15,6,0,5,8,2,9,1
ENST00000367658.HECA.1,426,792,229,524,781,268,1263,758,554,722,271,139,91,397,1481,1252,272,948,859,866,1200,303
ENST00000683754.SNX14.1,12.1731,20.0312,0,0,14.1983,0,27.8681,8.50736,16.0147,0,0,0,0,0,53.6056,42.4968,0,0,16.4129,15.2575,15.1419,40.4237
ENST00000204549.PDCD7.21,87,112,47,90,107,49,188,194,78,138,47,15,18,55,236,255,48,201,133,184,168,48
ENST00000610913.SSTR3.44,7,4,0,2,6,3,6,3,2,2,5,2,0,4,9,3,0,4,5,4,5,2
ENST00000295591.IGFN1.61,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENST00000403581.PRR5.44,0,13.5786,0,0,7.95604,0,8.38367,31.5016,0,0,0,0,0,21.1457,70.3223,0,0,0,11.4843,18.162,40.2058,0
ENST00000400331.MACC1.28,3,4,1,4,0,4,8,3,2,7,2,2,2,3,8,5,2,0,4,4,3,2
ENST00000543171.P2RX4.63,0,0,0,0,0,6.61413,0,0,5.53764,0,0,0,0,0,6.55949,0,0,0,0,0,5.75217,0
ENST00000371276.TTC22.5,4,6.6475,3,0,4,2.21172,6.66535,0,0,2.21531,5,3,0,0,14,6,0,12,4.4068,4.41353,8.83614,0
ENST00000559898.HDDC3.60,5.2886,4.45366,0,3.86557,12.6128,6.52235,7.54355,5.02083,5.49011,14.0115,4.67626,0,0,2.95658,3.89719,7.42722,0.394927,4.65404,1.43452,3.63755,13.5469,6.72374
ENST00000326035.NIM1K.3,6,5,8,6,1,0,6,0,1,3,1,2,0,0,0,0,0,0,2,3,1,0
ENST00000683014.TUBGCP2.17,23.3288,42.322,21.957,41.2304,64.7418,4.88203,14.2654,13.0221,17.342,35.3308,27.4015,2.09E-05,37.6019,14.9914,195.776,118.549,28.4533,44.1877,47.9727,52.4117,57.3524,24.4314
ENST00000616498.MILR1.32,0,19.2324,4.68042,32.7396,8.05739,8.74913,21.754,8.12569,21.5364,11.6384,3.2701,13.3122,0,1.95931,59.4867,11.815,4.99815,5.31735,7.26498,11.43,19.3785,16.1917
ENST00000200135.ZW10.14,1186,1394,1907,888,935,1235,1223,3961,1204,1091,597,907,1012,1315,2948,5242,997,1120,1188,797,1492,663
