GeneID,CH323,CH572,CH300,CH269,CH290,CH150,CH704,CH188B,CH274,CH198,CH315,CH235,CH339,CH308,CH172A,CH188A,CH328,CH727,CH295,CH288,CH722,CH172B
ENST00000638351.KCNMA1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000251127.NALCN.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000651943.LRBA.22,661.169,752.623,489.364,670.457,661.915,536.334,1394.78,861.468,679.794,721.649,308.956,246.976,320.5,357.658,2297.86,1434.02,376.443,1078.05,976.968,1136.06,1197.67,391.647
ENST00000400908.RERE.5,1038.99,1457.25,749.991,1056.51,2096.92,649.778,3268.89,1339.79,1120.09,1545.2,597.892,307.42,285,855.33,2473.8,1925.05,466.157,1863.34,2297.43,1941.61,2647.85,594.461
ENST00000436010.ROBO1.18,0,0,0,0.0268988,0,0,0,0,0.00912216,0,0,0,0,0,0.00241074,0,0,0,0.00684374,0,0,0.010571
ENST00000585169.FLOT2.79,27.0126,13.5007,17.7562,16.2113,12.2645,12.9756,14.4112,21.9567,13.0159,24.7733,5.5235,23,5.14286,19.2196,83.5681,37.2576,0,44.0053,15.3152,25.5882,39.9664,29.75
ENST00000376142.ABI1.51,0,29.4884,1.17263,0,0.000159021,0.0129552,0.00417118,21.2959,48.3655,34.6107,0,6.88823,0,17.4065,61.6976,0,0,0,35.127,31.8723,54.6571,11.7761
ENST00000470487.GOLIM4.19,20.3048,8.84524,0,45.1235,86.0153,23.1566,36.4566,43.1687,51.0239,59.0391,24.109,0,0,16.4636,30.0229,14.6581,0,46.33,54.51,54.5645,118.602,9.7216
ENST00000370206.CNN3.33,26.8712,39.5776,59.5019,21,20,20,77,19.5595,19.7318,13.1928,17.3931,0,11.6407,0,80,22,41,37.9999,13.05,32.6947,72,6.56067
ENST00000355451.NUDCD3.59,366,601,282,353,539,366,802,487,303,513,277,228,452,388,1560,789,411,706,619,582,624,316
ENST00000372052.NASP.5,0,0,0,1.06E-06,20.6405,0,0,22.4857,0.0060265,14.7584,14.6999,0,0,24.9776,35.5167,35.7624,0,1.40E-06,0,1.79E-07,0,0
ENST00000622513.TTC8.9,3,0,0,6,0,0,0,1,0,6,0,0,2,0,9,5.78005,4,3,3,0,0,3
ENST00000367177.LRRN2.41,2,2,1,3,1,0,2,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0
ENST00000295755.RETNLB.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000526838.EEF1D.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000262435.SMURF2.32,281,322,160,343,593,228,569,428,322,487,121,44,39,187,547,553,75,446,513,424,663,140
ENST00000600147.RPL18A.82,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50109,0,0,0,2.85482,0,0,0,0
ENST00000321394.TCP1.1,260,429,101,206,321,128,685,718,413,302,108,40,22,138,557,1078,89,590,353,509,479,152
ENST00000429261.PLA2G2C.5,0,2,0.5,0.5,1.5,0.5,0.5,0,0.5,0,0.5,2,1,2.5,1,0.5,0.5,0,1,1,1,0
ENST00000642395.RPGR.4,0,7.4235,0,0,0,8,8.82426,0,5.69127,5.85902,0,0,0,0,4.29279,18.4149,3.22844,9.38655,0,9.48468,14.8033,6
ENST00000616623.CRY2.11,0,27.6821,0,27.5864,165.722,0,294.426,164.987,82.9562,72.461,0,0,0,0,130.518,516.361,0,164.268,55.0782,82.5937,96.3601,35
ENST00000623498.SEM1.38,0.460596,5.24292,0,0,6.21485,1.49861,2.61314,0,0,0,0,0,0,0.695449,10.882,0,0,3.81807,3.10355,0,0,2.68708
ENST00000434316.TMCO3.12,133,201,219,115,181,181,227,191,157,184,106,216,220,263,745,262,173,210,168,171,357,154
ENST00000372861.KCNK15.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000433197.ERN1.32,71,184.333,49.1054,91.8101,158.647,67,228.194,79.3004,53.9788,103.401,41.0099,21.5557,0,48.751,300.545,165.149,83,193,126.91,150.326,194.581,75
ENST00000176195.SCT.14,0,2,1,2,6,0,1,6,0,3,1,1,2,2,17,12,2,0,0,2,9,2
ENST00000369949.C1orf194.33,9,6,0,2.41E-07,6,2.58762,0.177887,11.3241,1.78309,5,0,2,2,0,3.08524,0,0,7.37028,3.86518,2.69128,9.83295,0
ENST00000312053.ADGRE1.74,0,66.0581,0,12.9898,21.3986,11.4812,21.1688,56.2434,25.6925,28.6607,10.6476,12.3465,8.95955,0,78.0971,96.8672,13.3874,19.227,18.5197,40.4506,13.8224,22.0453
ENST00000434752.PROB1.15,0,4,0,4,3,0,3,2,3,1,0,0,0,3,14,3,2,1,3,2,9,1
ENST00000355372.ZCCHC10.15,1.01E-08,0,0,3.33798,0,0,4.34149,0,0,0,1.88641,0,0,0,21.0211,0,1.87631,1.71164,0.913426,0,0,0
ENST00000274542.RNF145.15,257,257,102,194,246.17,101,465,365,305,266.72,94,24,34.9925,104.665,564.661,625,28.9769,463,343,355,453,124
ENST00000611905.CCL16.32,1,2,13,3,8,0,4,5,0,1,3,1,0,1,2,1,1,1,0,0,17,1
ENST00000321143.HCCS.4,47,44,18,36,58,33,91,80,54,56,26,7,8,29,101,149,15,71,56,57,101,23
ENST00000482695.LMLN.19,0,12,10.0738,1.95046,0,2.35859,0.124031,0,3.92328,0,8,0,0,0,4.95217,25.1209,0,5.97722,0,0,0,0
ENST00000217425.WFDC2.30,0,0,0,0,1.92378,2.92964,0,0,0,0,0,0,0,0,0.816345,0,0,0,0,0,0,0
ENST00000330689.WDR5B.18,21,23,19,23,30,14,55,56,25,33,15,4,1,10,42,91,4,38,30,48,50,8
ENST00000396801.ZNF384.7,73.0397,49.5239,33.0221,54.1629,67.4473,74.1229,126.509,94.9645,18.1348,75.9318,19.3255,16.5204,0.000595019,97.3718,137.128,82.4143,56.2434,228.24,38.5208,113.436,199.947,23.9383
ENST00000295190.SLC16A14.2,0,2,5,4,3,4,7,3,4,5,0,1,0,2,15,1,0,11,0,1,12,0
ENST00000416721.RBFOX2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241943,0,0,0
ENST00000473921.HESX1.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000379163.ELP4.11,8.70271,0,0,10.6077,4.3583,3.54206,2.3684,21.6819,11.4232,10.9348,4.03963,0,0,6.50111,0,22.3205,0,10.7041,10.8606,0,18.9174,0
ENST00000605932.OXNAD1.20,0,0,0.0345351,0,0,16.4892,23.0728,0,0,0,7.56987,1.5,0,8.91E-07,0,0,0,0,0,34.5129,0,0
ENST00000216214.FAM118A.44,36,42,19,41,69,32,67,57,50,63,23,13,18,46,170,147,23,85,72,71,98,27
ENST00000352203.AP2S1.43,136.276,236.231,177,125.306,154.556,269.485,179.369,262.637,99.739,143.524,103.5,218.689,273.634,204.907,456.514,407.518,295.447,295.81,219.224,196.691,166.5,103.274
ENST00000676792.ACO2.44,0,114.318,65.6084,200.952,0.00536997,0,5.41E-05,0,2.56E-08,0.125986,0,0,0.287547,22.1881,0,0,0,0,3.73914,0.0082891,0.521571,3.96334
ENST00000496811.DHX36.19,226.588,207.587,158,228,463,137.869,512,547,324,360.876,140,67,65.0192,189,575,757,97.5505,433,412,385,572,161
ENST00000578444.MRPS23.47,0,2.44095,3.06801,4.70951,4.73954,3.29993,21.6222,4.12863,1.66149,13.7472,1.78933,0,0.118125,0,13.6233,34.6418,0,0,0,0,5.02718,5.75343
ENST00000361283.CHAMP1.12,190,195,91,147,254,84,409,344,155,194,86,21,30,84,431,499,43,367,250,310,425,109
ENST00000297350.TNFRSF11B.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000373869.ARMC12.1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
ENST00000378278.DCLRE1C.51,86.4155,136.232,125.488,85.7931,256.592,135.196,346.199,105.798,228.787,197.648,45.6248,26.4868,11.9826,57.3862,232.706,502.746,45.2455,264.012,211.372,202.596,490.575,100.353
ENST00000643696.VPS33A.63,45.5,70.5,22,62,112.5,38.5,140.5,114.5,68,74,29,12.5,6,32.5,143.5,139,18,95,87.5,87.5,147,19.5
ENST00000597055.RSPH6A.43,4,0,5,0,17,6,1.91228,5,0,7.48697,0,0,1,4,6.72938,4.73778,0,0,0.05275,0,4.52304,4
ENST00000376355.CLYBL.12,5,12.8208,2,8,20,4.28227,33,18.9243,20,0,5.99999,1,0,5.99999,39,35,0,27,21,29,18,10
ENST00000305850.CENPN.23,94,132.882,104,74,45.4994,97,50.8628,49.9774,90.2744,60.7877,48.8928,75.776,30.0384,76.8585,269,92.9518,39.886,40.4391,93.9993,20.1202,50.3054,91
ENST00000396194.GEM.16,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,1,0,2,0,1,0,1
ENST00000646651.UBE2T.61,30,20,12,27,41,22,52,41,45,35,18,8,11,14,59,77,12,28,23,42,46,16
ENST00000636476.OBSCN.178,0,0.714756,0,2.33333,1.71553,0,8.33333,2,2,3.66667,0,1.33333,0,2,25.6667,2.33333,0,1.15E-06,7.33333,5.66667,9.33333,5
ENST00000560626.PEAK1.131,1074,1734,1522,956,917,1083,1612,1439,745,1283,548,911,833,1191,4061,2110,1388,1458,1310,1236,1251,853
ENST00000327946.GRID1.26,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,3,0,2,1,0,0,0
ENST00000288221.ERC2.31,41,36,17,30,88,26,63,67,30,47,19,6,8,16,66,63,6,65,52,61,72,18
ENST00000342992.TTN.2,83.478,77.3625,60.0233,155.562,312.721,0,448.228,22.096,625.992,169.539,63.305,35.8721,53.6679,36.271,116.848,358.504,98.265,371.19,120.95,447.242,590.258,0.0157253
ENST00000264161.DARS1.2,163,212,179,162,346,181,346,495,191,283,96,59,65,132,475,675,93,279,269,295,446,97
ENST00000336180.LIMK1.126,16.7251,33.5795,0,10,11.3064,16.7627,40.5513,12.3507,18.1504,0,16.6869,0,0,0,53.0938,16.4997,0,10.2663,33.4161,19.9041,52.0604,0
ENST00000233957.IL18R1.6,20,38.5,32.5,29,38.5,14,61.5,61.5,29,55.5,13,2.5,3.5,13,119,70.5,7,48,43.5,29,60.5,25
ENST00000577675.CSF3.32,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,3,1
ENST00000394829.PPP3CB.26,95.2423,106.952,56.9536,71.0985,158.791,69.1246,190.014,194.374,85.1504,107.415,38.5948,25.5,4.84816,49.7248,207.721,253.032,30.0609,180.095,174.658,114.153,223.235,37.0691
ENST00000369940.IRAK1BP1.1,76,72,29,52,118,40,160,209,95,116,36,10,3,47,172,301,15,138,133,123,128,33
ENST00000552247.RBMS2.7,6.47738,9.62076,0,0,0,4.41787,5.0841,6.88899,0,13.0321,0,0,0,28.2631,23.0186,0,0,0,0,15.6885,0,0
ENST00000396024.ANXA2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000409387.SLC3A1.6,0,0,0,0,0,0,0,0,0,0,0,12.3003,0,0,0,0,0,0,0,0,0,0
ENST00000216487.RIN3.9,556,1046,343,608.7,1179.44,422,1803.81,915,558,937.098,354,166,93,351.02,1925.9,1480,242,1523.03,1289.28,1063.28,2093.79,439.131
ENST00000372420.PLTP.30,21.3769,24.3265,15.6226,15.019,18.0293,2.77E-05,47.0353,27.3811,7.62587,29.2205,17,17.8762,0,11.5705,48.6227,15.4896,19,46,0,44,101.697,24.4493
ENST00000328923.SHMT2.7,73.5,119.5,43.5,66.5,138,54,201.5,174,90,101.5,46.5,21.5,13,51,288,264.5,35.5,142.5,115.503,122,163,50
ENST00000370803.PHF6.4,51.0024,58.0374,43.4759,9.46761,105.212,45.4708,141.301,121.09,42.3928,69.84,32.9027,0,31.8283,56.1556,173.285,135.995,6.52914,92.8734,79.1809,81.6009,107.709,35.4105
ENST00000369461.TRIM45.33,31.3745,11.8872,0,0.0232013,5.62991,0,117.609,38.4,0.00164626,28.2364,0,0,21,9.78286,0,0,0,70.4193,78.3044,101.286,137.39,0
ENST00000354919.SUV39H2.51,0,5.84402,0,11.6243,29.1182,0,11.7337,5.7826,0,5.84202,11.5679,0,0,0,5.68041,22.6992,0,11.6789,0,17.4278,11.6359,5.82136
ENST00000558688.ZFAND6.249,152.753,120.896,141.032,100.294,95.4771,64.3446,146.319,173.062,110.386,104.451,48.0858,112.731,64.8522,121.971,261.928,281.275,90.0179,140.583,113.247,113.475,133.316,58.0891
ENST00000651945.UBE2W.29,45.3575,34.8636,22.4905,39.1592,14.4088,16.1537,57.336,80.9995,33.5226,39.7458,22.3899,12,15.9454,27.9494,60.7108,97.5066,4.75671,44.4516,38.2783,57.1661,71.8185,18.335
ENST00000368494.NUS1.1,50,59,34,36,74,32,96,90,54,61,35,5,9,33,140,130,18,87,85,87,111,27
ENST00000407653.GNA12.86,6.59181,0,0,0,6.14902,0,0,0,3.81382,6.55266,2.75174,4.39573,0,0,6.50908,0,0,0,0,0,7.97553,0
ENST00000375597.MCF2L.12,0.100895,0.000173677,10.6213,1.59E-05,0,0,0,0,0,0,0,0,0,2.04908,0,20.2391,9.18432,0,0,0,0.458368,0
ENST00000404022.RBBP7.4,78.8205,80.4475,37.3674,46.6548,96.5683,61.5,155.08,193.889,74.2982,70.5933,33.7902,11,9.5,28.6938,139.082,273.875,34,138.254,108.522,110.168,127.426,43.5
ENST00000392837.RIC8B.42,89.3246,34.0242,31.8665,65.134,77.4717,34.8302,168.171,119.857,119.788,57.0959,21.2847,39.9352,0,38.6883,191.787,113.763,48,82.2874,107.844,103.021,232.745,26.6204
ENST00000449742.TRIM10.1,70.077,97.7192,80.126,63.3536,43.7169,90.8613,77.3303,68.0413,44.859,115.617,73.5325,104.687,88.5303,121.73,257.25,118.48,143.506,73.6653,87.9762,54.6243,115.744,24.6018
ENST00000412177.PRR29.32,8.19568,7.59409,2,4.61185,11.3928,2.38807,20.6535,9,11.6939,4.69965,7,0.934165,0,1.55001,19.3416,14.2906,4,14.3395,12.0375,21.6966,8.44618,6.54224
ENST00000372201.PLK3.5,65,90,30,65,83,41,123,69,52,62,27,18,13,35,140,109,23,152,93,90,121,32
ENST00000263398.CD44.11,1493.93,2141.39,1341.32,1574.44,1991.89,952.429,3274.48,2658.13,1102.42,1723.64,699.987,324.724,147.961,960.176,3548.77,3652.82,409.118,2079.64,2037.63,1897.84,3096.46,730.857
ENST00000258733.GPNMB.28,0.000100756,7.09E-05,2.41E-05,0,9.19E-05,0,0,0.000108118,0,1.66E-05,0.000216937,8.00E-05,0,0.000199052,2.49E-05,0,0,8.82E-06,0,0,0,0.000265054
ENST00000343730.MED22.8,34,61,29,27,53,17,81,34,26,52,20,8,16,24,105,71,15,70,41,37,63,32
ENST00000324348.RNF227.50,7,9,1,6,11,5,17,20,13,13,4,2,0,5,18,30,3,14,14,12,9,1
ENST00000375069.AGER.1,0,0,20.6889,38.3188,108.928,59.1793,57.9683,123.135,103.724,114.736,41.0677,0,0,20.5328,117.823,100.368,21.1938,20.878,118.842,113.481,115.899,20.272
ENST00000622764.SAP25.94,82,196,36,126,144,55,229,68,99,148,44,27,11,66,336,125,41,215,167,202,230,79
ENST00000264784.SLC2A9.24,23.1285,40,13,30,58,26,85,51.4745,33,59,0,10,5,21,132,92.9764,10,43,70,58,90,17.5484
ENST00000586569.TNFRSF11A.10,6,3,1,3,12.4979,0,10.9877,3,3,10.7905,3,1,2,2,9.23144,3,1.55396,0,1.55789,8.4803,6.81752,2
ENST00000640821.ARL9.13,2,1,4,2,3,1,8,2,2,0,1,0,0,1,4,5,2,5,2,3,4,0
ENST00000368759.BCCIP.17,0,13.8378,0,3.64131,4.65827,3.79979,27.4363,17.3528,0,15.2915,0,0,0,6.2748,8.76977,5.79208,0,5.42517,23.3012,6.16964,12.4735,0
ENST00000536490.ST8SIA5.10,0,2,0,0,0,1,0,0,0,4,0,0,2,0,0,1,0,2,1,0,5,0
ENST00000508393.ADH4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000493763.RPL7L1.1,144,237,64,161,218,123,327,375,227,196,83,70,60,110,404,548,78,258,242,230,288,93
ENST00000614032.SLC38A3.20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000370550.HS2ST1.5,66,58,51,56,99,37,118,153,72,56,33,31,24,31,124,160,20,81,103,77,108,47
ENST00000366777.COQ8A.56,60.8573,105.5,27.6769,53.5,100,33,132,115.5,38.8393,76,43.5,11.0629,15.5,47.5,208,184,32,123.5,110.5,119,152.5,38.5
ENST00000372136.SPACA9.8,26,27,2.892,20,45,8.59432,46,41,14,24,5.65573,4,0,8,55,80,8.43676,17,26,39,29,10
ENST00000309157.RORA.21,0,0,0,0,0,0,0,0,5.26111,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000413795.GRIK2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000272643.THSD7B.2,0,0,0,3.40E-08,0,0,0,1.07E-08,9.72452,0,2.91E-08,0,0,4.47E-08,0,0,0,10.1127,9.01768,3.96305,0,1.16E-08
ENST00000324765.DIAPH2.4,158.372,277.373,122.56,113.297,408.584,98.7437,511.371,417.669,269.836,217.443,109.24,53.6039,25.8114,110.092,644.687,532.257,91.1057,419.533,384.629,444.801,612.104,145.18
ENST00000413716.CCDC88A.6,0,12.6516,0,21.1048,0,0,0,6.39E-05,0,0,1.08682,13.1826,0,0,96.8187,21.9778,22.9946,0,0,0.00668569,0,34.5115
ENST00000541110.TRERF1.1,48.6843,72.1339,21.4936,59.0657,95.8774,0,137.346,67.3249,35.8366,32.2878,29.3234,42.5893,19.116,32.7908,248.966,75.7612,15.8604,172.274,111.597,112.019,72.1765,28.3302
ENST00000301180.DIP2B.7,423,711,252,468,884,287,1070,755,596,685,268,121,63,291,1086,1191,174,858,731,803,1247,234
ENST00000378024.AHNAK.11,7433.1,17588.3,4236.61,9408.42,12319.8,6710,23613.5,12620.1,10788.2,14140,5927.34,2307.2,930.931,5890,34731.6,18236.8,4918.02,17396.5,14413.4,16644.8,32040.1,7847.15
ENST00000679695.RP11-849H4.2.14,11.5,11,6.5,8.5,10,3,26.5,17.5,12.5,9,7.5,3,4,11,38,31.5,8,19.5,19,15,19.5,8
ENST00000381496.DIP2C.117,0,34.7436,0,0,22.6741,9.88052,19.5124,56.2182,8.27653,0,0,0,0,0,0,54.5138,0,48.6608,25.348,43.6688,0,0.00122924
ENST00000560721.ZEB1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000344624.DROSHA.3,78.6692,124.536,31.3405,139.901,145.363,118.4,198.948,191.457,63.5305,138.892,88.5095,53.17,46.8503,168.968,314.187,197.712,0,180.12,139.404,124.521,247.579,80.089
ENST00000261207.PPP1R12A.7,871.536,1207.49,546.445,778.776,1513,501.367,2127.06,2118.91,1154.35,1179.65,454,179.989,69.931,531.494,2034.54,2571.11,357,1510.39,1278.68,1313.42,2269,481.567
ENST00000392825.GALNT13.2,0,0,0,1.99995,0,0,4,0,0,0,1.99995,0,0,0,3,0,0,0,0.999995,0,0,0.999986
ENST00000375300.SIK3.14,120.451,238.583,0.022565,116.841,55.5915,78.3322,117.742,214.677,183.001,155.734,89.5007,91.452,75.6256,0.0530758,180.813,252.377,183.508,95.3418,87.3038,228.629,376.29,115.445
ENST00000285900.GRIA1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000566780.WWOX.23,7.74961,9.4926,11.2664,0,11.8279,0,5.29265,0,9.90911,6.43752,0,0,11,13.7544,17.564,26.9984,0,22.9272,16.3572,10.7277,3.5618,0
ENST00000288670.FMNL2.2,20,27,28,21,44,21,39,42,22,17,8,6,2,7,70,41,6,38,37,74,52,12
ENST00000282849.ADAMTS18.23,2,5,5,4,25,8,14,11,2,21,1,1,1,3,5,10,0,12,11,14,14,2
ENST00000355070.BBS9.28,0,0,0,11.4781,9.70308,0,31.8406,0,0,0,0,0,0,0,8.62429,0,0,0,0,0,12.0565,0
ENST00000630181.SMYD3.45,34.5787,20.2439,4.44504,24.5511,34.485,14.5074,34.2525,44.836,16.7099,35.581,8.11865,12.3062,3.13161,12.667,43.353,56.1327,29.9156,35.0808,29.5994,44.0699,45.8499,14.6071
ENST00000037502.MYOC.39,1,2,1,1,8,2,12,9,2,5,0,2,1,3,15,3,2,2,3,5,7,0
ENST00000455781.MAPK9.111,0,11.4764,0,21.4493,20.6691,0,11.7143,8.59138,20.3333,0,8.72373,0,0,0,40.0715,9.54885,3.54219,8.25337,9.40861,9.84615,8.9695,4.45858
ENST00000678528.SYNCRIP.1,131.111,184.357,60.0769,105.922,186.397,82.1592,295.136,305.221,130.114,195.128,59.1789,32.6815,32.445,84.7335,378.091,477.113,81.0645,223.669,163.08,227.316,263.993,86.1303
ENST00000312504.VWC2L.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000342404.CCDC83.14,0,0,1,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
ENST00000368884.PSMD4.33,2014.59,3185.84,2448.59,1291.37,1455.36,3459.97,1770.42,2289.26,1368.11,1863.06,1355.67,3101.81,2866.71,2696.58,7647.27,3398.05,4021.04,2852.79,2841.19,2467.09,2062.03,1586.45
ENST00000628202.DNMT3L.36,0,1,0,0.5,2.5,0,0.5,0.5,0,1,0,0,0,0,1.5,1,0,1,0,0.5,1.5,1
ENST00000265052.MGLL.97,2054.89,3321.54,2100.37,2356.27,1642.13,4390.74,2229.01,2166,1122.99,2555.68,1300.07,5409.01,4197.97,4501.77,8694.74,4353.74,4742.94,4152.15,3591.97,2261.23,2463.62,1535.57
ENST00000247977.FBXL12.113,37,65,19,30,72,20,121,65,36,73,15,9,3,14.9058,180,157,0,93,64,52,92,23
ENST00000383716.PXK.31,141.699,171.616,292.941,39.6844,3.03048,153.416,67.0914,301.708,178.24,251.493,158.45,208.895,278.375,246.516,1000.04,449.48,328.786,46.6757,193.691,11.5995,67.702,195.783
ENST00000324330.NIN.9,246.546,340.757,124.866,289.88,682.92,203.494,704.785,672.249,630.923,571.177,204.985,79.3895,42.8775,192.492,802.853,884.249,71.1912,803.345,564.203,705.136,1003.69,221.584
ENST00000603926.OBSL1.2,23.7607,23.6326,8,20.3863,52.8271,18,13.2319,10.6764,27,55,10,4,2,0.0665707,56.0264,56,8.34121,38.1887,39.6335,27.9149,34.794,12
ENST00000631326.OGDH.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000349062.TRIM4.94,17,36.5,17,19.5,46,11,44.5,53,22.5,33.5,8,7.5,4,8,69.5,60.5,11,35.5,30,39.5,49,13
ENST00000392613.RAB37.32,44.2801,99.1925,28.7028,99.6626,193.7,48.1709,141.481,191.957,88.2684,118.229,5.24228,20.4675,0,39.2641,311.101,401.489,28.4521,135.965,67.0238,132.422,93.0308,57.0822
ENST00000557771.RPGRIP1.34,2,2,1,0,3,1,4,1,3,2,2,0,0,0,4,2,0,2,3,0,8,2
ENST00000453464.RNF223.5,1,4,2,3,0,5,2,1,1,1,0,2,0,2,4,4,1,3,3,3,3,1
ENST00000538900.CNBD2.30,12.8875,26.8694,10.523,6.97763,30.7096,11.5384,41.5465,25.5831,7.20442,27.8761,18.3577,9,6,29.3635,21.675,41.0237,0,49.8848,17.5937,13.8693,43.1426,8.54363
ENST00000629216.RABL6.8,0,0,0,45.8388,0,26.5063,56.905,1.98782,0,8.92176,35.0119,69.6327,20.0851,0,0.000205694,103.446,12.985,1.64E-07,67.4435,0,59.4127,43.8535
ENST00000428359.SLCO2B1.14,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENST00000675638.INF2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-06,0,0,0,0,0
ENST00000261884.TRIP4.21,418,171,589,105,347,376,468,254,335,168,62,352,77,147,454,422,83,498,433,381,466,71
ENST00000522826.ENPP2.16,0,33.0694,0,0,20.8806,0,11.7209,44.2125,12.1673,12.3562,0,0,0,0,31.3153,8.43206,0,0,0,0,0,0
ENST00000308378.WDR49.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000441946.PSME3.32,13.9563,0,0,7.05353,3.58661,5.72799,4.42713,8.08542,13.4239,12.0257,3.86884,5.74687,0,4.19671,9.90728,3.08327,0,7.47911,7.23858,3.4718,16.7465,0
ENST00000295709.STK36.2,41,53,0,7.66E-07,46,0,62,36.9999,26,71,21,1.94E-08,6,29,180,66,8.37E-08,36,72,56,93,28
ENST00000353130.ABHD12B.9,9.1469,11.0495,30.0523,46.1177,63.1312,26.0409,50.9907,25,3.08243,79.3719,2.10422,3,2,10,70,41,15,31,38.5176,35,94.7095,16
ENST00000602465.RUFY2.26,497,500,574,262,292.373,376,402,572.552,305.096,428.434,186,384,308,524,1240.07,745.584,529,366.874,338.192,309.584,493,288.408
ENST00000461457.NDUFB2.25,11.9259,15.9788,7.24706,4.38197,12.0705,2.08605,10.8334,10.1618,8.91264,6.58693,3.46021,1.03445,0,3.11987,16.4125,9.91241,1.16489,14.6272,16.0375,11.8281,23.2717,1.18754
ENST00000608424.WDR6.20,62,86.9999,0,64,103.865,41.4063,170,124,41.5703,130,20.7263,0,0,49,235,131.965,20.7082,74.1297,151,137,190,36.9959
ENST00000409138.PSRC1.33,4.28768,0,0,0,0,0,0,0,0,2.63619,0,0,2.95394,0,9.07328,11.7689,0,4.0728,4.07729,0,4.46821,0
ENST00000531950.HHLA3.5,0,1,2,0,8,2,0,0,1,3,0,0,0,0,6,8,0,0,0,2,2,0
ENST00000684612.ZBTB16.14,0,0,0,0,24.8685,0,17.3833,0,0,0,11.2982,0,0,0,34.2091,0,0,0,27.0579,0,9.68995,0
ENST00000637418.CACNB4.2,0,10.1252,0,0,0.00013068,0,0,0,0,18.4057,0,0,0,0,0,0,0,0,0.000762332,0,0,2.93361
ENST00000379406.NAA16.77,335,399,270,275,472,240,612,702,417,452,181,162,164,292,943,1010,295,554,450,508,620,230
ENST00000535144.MAN1B1.8,7.31187,0,10.9749,3.02262,11.4933,18.8612,20.0299,3.69261,8.54585,8.22272,0,0,0,0,21.3139,3.96469,5.38229,13.4562,11.9173,0,11.3966,4.62856
ENST00000379519.YPEL5.6,4110,5646.5,6608.5,3922.5,3411.5,4813,3072,2229,1887,6107,3775,5574,5438,7350.5,15190,3596.5,5378,3614.5,4127,4542,3819,3094.5
ENST00000445632.CCDC81.14,0,0,10,0,0,0,0,0,0,0,1,0,2,0,7,0,4,0,0,0,0,0
ENST00000373018.FRS3.1,6,13,7,16,31,13,35,13,12,19,10,6,5,16,39,22,6,29,27,26,39,6
ENST00000369839.TAF5.17,80,114,36,74,135,61,178,165,106,120,40,16,17,48,199,245,30,160,145,144,203,46
ENST00000221671.C19orf44.82,0,0,8,19,19,0,15,14,13,16,0,9,0,11,36,22,0,0,30,0,17.8149,0
ENST00000420682.MAPT.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENST00000651641.TPM3.33,3.48264,0.10554,0,0,0,0,0,0,0,0.000245729,0,0,0,4.50338,0.11953,0,0,0,0,0,3.55984,0
ENST00000637570.DCX.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
