"Site","Site_old","County","Country","Lon","Lat","Ind","Het_outside_ROH","Het_inc_ROH","Segments_in_ROH_%","Avg_length_of_ROH","Ho_variants","nightlight","broadleaf_woodland","all_woodland","arable","urban","woodland_dist","bio12","bio5","cmi"
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE01",0.0022268,0.0022299,0.190204,1333330,0.127537367012597,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE02",0.0021838,0.0021806,0.237756,1666670,0.126692787083542,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE03",0.0022063,0.0022117,0.237756,1666670,0.153315163402022,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE07",0.0021933,0.0021744,0.237756,1666670,0.131499509964064,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE08",0.0022401,0.0022365,0.237756,1666670,0.143333333333333,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE09",0.0022748,0.002267,0.237756,1666670,0.154848596142399,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE10",0.0022549,0.0022422,0.237756,1666670,0.148835484159771,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE11",0.002281,0.0022677,0.237869,1666670,0.166585167074165,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"GL2","SHE","Gloucestershire","England",-1.763,51.833,"SHE12",0.0021547,0.002151,0.237869,1666670,0.106583290391766,14.0451056873097,12,12.4615384615385,36.3076923076923,1.38461538461538,153.678905437033,809.099975585938,20.1499996185303,-3.20000004768372
"CO3","STO","Cornwall","England",-4.543,50.873,"STO01",0.0020778,0.0020874,0.237756,1666670,0.121757515692104,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
"CO3","STO","Cornwall","England",-4.543,50.873,"STO02",0.002118,0.0021128,0.190295,2e+06,0.108371214195739,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
"CO3","STO","Cornwall","England",-4.543,50.873,"STO03",0.0021604,0.0021695,0.237756,1666670,0.117389482788912,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
"CO3","STO","Cornwall","England",-4.543,50.873,"STO04",0.0022453,0.0022287,0.237756,1666670,0.130377668308703,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
"CO3","STO","Cornwall","England",-4.543,50.873,"STO05",0.0021366,0.0021383,0.237756,1666670,0.100623467600701,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
"CO3","STO","Cornwall","England",-4.543,50.873,"STO06",0.0020142,0.0019938,0.190295,1333330,0.1280137920387,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
"CO3","STO","Cornwall","England",-4.543,50.873,"STO07",0.0022273,0.0022267,0.237869,1666670,0.145798104022547,15.9308873316821,13.7692307692308,14.6153846153846,16.9230769230769,1.23076923076923,319.469977304838,1118.80004882812,17.8500003814697,11.6999998092651
