"Site1","Site2","euclidean_dist","euclidean_dist_log","fst","nightlight_cs_resist","forest_dist_cs_resist","lc1_cs_resist","lc2_cs_resist","lc3_cs_resist","lcnull_cs_resist"
1,2,104.445820454881,4.64866847240906,0.0688981476780152,38.925270220645,9.32920464114161,49.3598469424485,37.1740138932516,17.4109194448487,1.61687068710201
1,3,110.682434510535,4.70666515061588,0.0526388387239885,10.1053788790751,9.94934875895679,36.4855172793338,33.4966354728828,13.2373154488562,1.62485203102773
1,4,95.3824474560575,4.55789457259599,0.0296400537580301,47.3227510658741,12.3693292299912,48.3274601506792,46.4355466435825,19.3040268408551,2.14967109318697
1,5,171.473325069696,5.14442771555635,0.129134559300414,10.2961087922469,10.8329195565499,34.0480421868954,31.3997767252764,14.0540580331352,2.13625254396933
1,6,145.926825248758,4.98310529914086,0.0546606314787283,9.93571183132719,10.0251011694358,36.6715919995349,33.4965283475106,13.7850864693115,1.83696638278614
1,7,76.2317441556573,4.33377796591235,0.0199447349389474,6.42517858524163,6.69339683379996,27.4715953268385,26.5407314649011,10.3972585494989,1.26550625895753
1,8,98.7352295443788,4.59244181835975,0.042048296125174,18.8459811364432,8.59329861293685,30.2586111948684,28.3991375826077,12.2021241548601,1.60087560436854
1,9,208.601171930449,5.34042416062591,0.107552079076159,11.0970084258856,12.2525290368348,39.731053869755,35.2647622122641,15.6752793393943,2.33274453642762
1,10,97.3040749794825,4.57784086888521,0.0340507048462348,27.2899232981236,8.61784392706669,40.1330831338492,34.9406179411912,14.4056591219917,1.49297856204895
1,11,187.024608495864,5.23124020443113,0.0526622810292755,10.5146759051555,10.3551899096999,39.2959590078982,36.6497038201931,14.7193930605167,1.87732253360996
1,12,93.3941947739269,4.53682918884838,0.0481970318719914,7.54794968644186,7.39675623793721,29.6428626283409,28.4055979218264,11.1429862502939,1.31417974744832
1,13,64.8797855020562,4.17253610372981,0.0273820650250377,4.9207870076667,4.76424072507303,20.0639873586975,19.111002031934,7.37934958842778,0.917688371581975
1,14,137.781529750796,4.92566931295431,0.0752900000281156,13.3840580799222,12.6228965948602,47.7995019099753,44.6720965223802,18.1695617552424,2.11330229266781
1,15,116.324180952981,4.75638095668277,0.0435420333323626,9.78745675948396,9.45112816126979,33.8503303402531,32.5708412481079,13.5540575430529,1.84514987249733
1,16,172.232030960186,5.14884258491763,0.0508940394048743,10.2235567339559,9.8369433361261,38.7557290337733,36.1664714843465,14.4759632300498,1.84121267037748
1,17,49.5120829208676,3.9022167391987,0.018932525625976,6.24292972873271,6.87139834039353,31.3379118220023,29.5675106773529,10.7702121842925,1.16034541066672
1,18,84.5049601514222,4.43681023265718,0.0440568033025557,7.85651442487883,8.93607269003413,31.5541977800706,31.4660392294363,12.1377782743775,1.45631845083734
1,19,73.2394019378117,4.29373355398667,0.0475913909146487,22.3512329982093,11.7285704545628,36.978901950821,33.8555955505798,13.4047792955057,1.52550266533566
2,3,11.567151395911,2.44816930483408,0.0525292268732284,35.4640407532734,4.74372381036692,35.4303162445535,22.4086721770663,10.5395076316876,0.596974625949093
2,4,140.831402318275,4.94756344668559,0.0772067100528568,81.2993434838615,16.3656385531896,70.7029443536155,57.0133637454912,27.2622411668983,2.72151571355631
2,5,165.31782543549,5.10786983588832,0.136808071368921,37.7423520800327,7.72652643118407,43.5313868465669,29.3117859334634,13.9245853900617,1.18069847931079
2,6,72.0272740013241,4.27704485286128,0.0616087441347288,36.7293155593919,6.18998474222511,41.3687228208524,27.250654979532,12.5423330963949,0.852565051957517
2,7,72.2737139428467,4.28046049380216,0.0616478245775953,36.3878652400041,6.77748683567927,38.8741820044101,26.9789334568354,12.9745240445718,0.972878464556567
2,8,5.97841968744527,1.78815626672455,0.0292516584301635,43.206285610417,3.12127540315428,28.2201994898082,16.0179935703141,9.10386924625875,0.531789822394892
2,9,204.098587836469,5.31860315081327,0.118139601597786,38.5194047539519,9.12104524402633,49.2163928062566,33.2084180060441,15.5207478902924,1.37548239480229
2,10,56.744722958335,4.03856266451958,0.0513044920082946,54.9959718849982,6.01832621910931,45.4912531771902,29.6433502699901,14.2368878709809,0.811620293620967
2,11,91.1512700162924,4.51252043428369,0.0582528996030347,37.0770196724443,6.45354950654199,43.4023934027884,30.0132880252193,13.4104498172229,0.914623996930033
2,12,186.748586096972,5.22976325288371,0.094627584109924,42.0847674533073,12.3066963314322,54.6553685103128,41.5001294451737,20.218289772973,2.08394108353304
2,13,122.840104506504,4.8108835463253,0.0724650233024019,38.9829258354269,8.79511128427006,43.4119702559097,30.4433050405166,15.4243235007282,1.47808078069565
2,14,230.914463833669,5.44204735551451,0.11716231239485,47.7635610212804,17.3592126422791,72.040983850475,57.0418108658614,26.9962342333717,2.87683219182967
2,15,55.5681217850197,4.01760968763874,0.0552426180984202,36.7430184160717,5.79299753539085,39.444921938186,27.0826949107673,12.5274518043195,0.86122359069468
2,16,70.5084273669485,4.25573223979407,0.0562047712396044,36.731962751124,5.87619839357512,42.4803162743274,29.1943704225468,13.0924525849802,0.882227165126016
2,17,152.131920686937,5.02474804369565,0.080834807754457,40.9100906537939,12.0639827814376,57.2990327942329,43.6183861762794,20.2005456528977,1.96504719467137
2,18,29.4628199291105,3.38312912706152,0.0439710563744458,35.075250955705,5.58752460444686,35.6304320662553,24.9386194439566,11.5703135478835,0.74328611753114
2,19,31.4586452280297,3.44867383338532,0.0418109055892873,49.9751503623401,8.55514834392041,42.9287124254198,29.3209200217898,13.6606402676075,0.916962083635247
3,4,138.760649687079,4.93275050418254,0.0607504742015791,52.4731035982837,16.9798038339273,57.7551765473156,53.2577538955078,23.0760951088716,2.72911643781239
3,5,176.507958895899,5.17336596825131,0.1167136978424,8.9589231373277,8.37830988853889,30.6619127763597,25.7110793512314,9.77740339464825,1.20027877914061
3,6,79.9267364605476,4.38111042083498,0.0386528983603983,7.92947885387379,6.82867444861619,28.3862133801263,23.5991432681836,8.36135300025004,0.867183965828579
3,7,69.7984802309242,4.24561223633536,0.0446952210668666,7.53788857496142,7.36561057683844,25.8438491624322,23.101327226219,8.74311031086647,0.975942689256502
3,8,16.4384310210251,2.79962194839636,0.0237152604136775,16.4808069311929,4.63101133022067,19.250617616268,15.8482076871197,6.27850308274829,0.661612769953011
3,9,215.144796006638,5.37131127124696,0.0981413990058143,9.73459235858175,9.7697550007633,36.3334808301689,29.5966910241884,11.3684169503648,1.39404544405887
3,10,50.6597820373936,3.92513234210461,0.0346738221083436,26.0025849257713,6.48924310939207,31.828513468295,25.1512973225573,9.79157640798236,0.795849496769019
3,11,92.707083445911,4.52944488222977,0.0367126478709156,8.06839053368049,6.95128542408651,29.6752999130711,25.6500758317203,8.9802008810377,0.90545052275843
3,12,189.45388123756,5.24414562412496,0.0776369512678838,13.2645539982038,12.9265025669568,41.7655181334551,37.8104208147396,16.0430277568568,2.09188195386916
